"estado","estadoSigla","municipio","cnes","dataNotificacaoOcupacao","ocupHospCli","ocupHospUti","ocupSRAGCli","ocupSRAGUti","altas","obitos","ocupacaoInformada","algumaOcupacaoInformada","nomeCnes","ofertaRespiradores","ofertaHospCli","ofertaHospUti","ofertaSRAGCli","ofertaSRAGUti"
"Rio Grande do Sul","RS","Esteio","2232030","2020-10-20T08:43:55.000Z",0.0,13.0,6.0,6,0.0,1,True,True,"FUNDACAO DE SAUDE PUBLICA SAO CAMILO DE ESTEIO",13.0,145.0,8.0,18.0,6.0
"Rio Grande do Sul","RS","Novo Hamburgo","2232057","2020-10-20T11:49:03.000Z",0.0,13.0,10.0,1,0.0,2,True,True,"HOSPITAL REGINA NOVO HAMBURGO",30.0,167.0,3.0,0.0,0.0
"Rio Grande do Sul","RS","Alvorada","2232081","2020-10-20T11:19:51.000Z",0.0,0.0,9.0,0,0.0,0,True,True,"HOSPITAL ALVORADA",8.0,90.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Cachoeirinha","2232103","2020-10-20T11:30:07.000Z",0.0,5.0,6.0,5,0.0,0,True,True,"HOSPITAL PADRE JEREMIAS",6.0,81.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Portão","2232170","2020-10-20T13:40:08.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE PORTAO",2.0,52.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Ivoti","2232189","2020-10-20T08:02:46.000Z",0.0,0.0,1.0,0,0.0,1,True,True,"HOSPITAL SAO JOSE IVOTI",1.0,52.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Rio Grande","2232995","2020-10-20T14:49:41.000Z",0.0,24.0,9.0,15,0.0,1,True,True,"SANTA CASA DO RIO GRANDE",34.0,365.0,19.0,40.0,10.0
"Rio Grande do Sul","RS","Pinheiro Machado","2233320","2020-10-21T00:11:52.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL PINHEIRO MACHADO",1.0,52.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Piratini","2233347","2020-10-20T12:07:32.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE CARIDADE NOSSA SENHORA DA CONCEICAO PIRATINI",2.0,108.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Jaguarão","2233401","2020-10-20T09:16:18.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"SANTA CASA DE CARIDADE JAGUARAO",0.0,75.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Herval","2233436","2020-10-20T14:02:38.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL NOSSA SENHORA DA GLORIA",1.0,34.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Caçapava do Sul","2234416","2020-10-20T12:55:41.000Z",0.0,0.0,1.0,0,0.0,1,True,True,"HOSPITAL DE CARIDADE DR VICTOR LANG",3.0,79.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Segredo","2234475","2020-10-20T11:19:05.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO JOAO EVANGELISTA",0.0,34.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Sarandi","2235404","2020-10-20T15:12:49.000Z",0.0,0.0,3.0,0,0.0,0,True,True,"HOSPITAL COMUNITARIO SARANDI",3.0,82.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Porto Alegre","2237156","2020-10-20T09:06:09.000Z",0.0,5.0,14.0,3,9.0,80,True,True,"HBMPA",0.0,107.0,4.0,0.0,0.0
"Rio Grande do Sul","RS","Porto Alegre","2237822","2020-10-20T10:43:42.000Z",0.0,0.0,0.0,0,0.0,1,True,True,"HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS",40.0,118.0,16.0,0.0,0.0
"Rio Grande do Sul","RS","Selbach","2238810","2020-10-20T08:00:29.000Z",0.0,0.0,2.0,0,0.0,0,True,True,"HOSPITAL SAO JACOB",0.0,32.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Farroupilha","2240335","2020-10-20T11:58:57.000Z",0.0,16.0,5.0,7,1.0,0,True,True,"HOSPITAL SAO CARLOS",12.0,110.0,8.0,7.0,5.0
"Rio Grande do Sul","RS","Bento Gonçalves","2241021","2020-10-20T14:13:33.000Z",0.0,31.0,9.0,9,0.0,0,True,True,"HOSPITAL TACCHINI",60.0,238.0,20.0,12.0,10.0
"Rio Grande do Sul","RS","Antônio Prado","2241072","2020-10-20T07:41:17.000Z",0.0,0.0,1.0,0,1.0,0,True,True,"HOSPITAL SAO JOSE",2.0,51.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Carlos Barbosa","2241137","2020-10-20T14:11:02.000Z",0.0,0.0,1.0,0,0.0,1,True,True,"HOSPITAL SAO ROQUE",2.0,68.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Paraí","2241218","2020-10-20T10:28:39.000Z",0.0,0.0,4.0,0,0.0,0,True,True,"HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA",2.0,40.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Júlio de Castilhos","2244098","2020-10-20T06:18:23.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL BERNARDINA SALLES DE BARROS",1.0,67.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Nova Palma","2244128","2020-10-20T09:27:50.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL NOSSA SENHORA DA PIEDADE",1.0,52.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Jaguari","2244152","2020-10-20T11:28:33.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"IRDESI DE JAGUARI",1.0,52.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Mata","2244187","2020-10-20T09:05:41.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE MATA",0.0,28.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Pinhal Grande","2244209","2020-10-20T07:44:34.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"CASA DE SAUDE SAO JOSE",0.0,30.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Formigueiro","2244217","2020-10-20T08:16:33.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL PEDRO CALIL",0.0,27.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Santa Maria","2244306","2020-10-20T14:19:35.000Z",0.0,16.0,0.0,3,0.0,6,True,True,"HUSM HOSPITAL UNIVERSITARIO DE SANTA MARIA",73.0,315.0,20.0,47.0,10.0
"Rio Grande do Sul","RS","São Pedro do Sul","2244314","2020-10-20T12:37:34.000Z",0.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE SAO PEDRO DO SUL",2.0,54.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","São Sepé","2244322","2020-10-20T18:47:56.000Z",0.0,0.0,3.0,0,0.0,0,True,True,"HOSPITAL SANTO ANTONIO",2.0,62.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Passo Fundo","2245663","2020-10-20T07:25:23.000Z",0.0,10.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO VICENTE DE PAULO",0.0,87.0,10.0,0.0,0.0
"Rio Grande do Sul","RS","Tapejara","2246740","2020-10-20T17:31:39.000Z",0.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL SANTO ANTONIO",4.0,94.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Não-Me-Toque","2246910","2020-10-20T07:33:24.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL ALTO JACUI NAO ME TOQUE",0.0,50.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","David Canabarro","2246937","2020-10-20T08:57:49.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO JOSE DAVID CANABARRO",3.0,32.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Passo Fundo","2246988","2020-10-20T07:28:56.000Z",0.0,42.0,16.0,10,1.0,2,True,True,"HOSPITAL SAO VICENTE DE PAULO",102.0,549.0,42.0,59.0,30.0
"Rio Grande do Sul","RS","Maximiliano de Almeida","2247038","2020-10-20T18:26:07.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO JOSE MAXIMILIANO DE ALMEIDA",1.0,40.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Paim Filho","2247046","2020-10-20T09:34:23.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SANTA TEREZINHA PAIM FILHO",1.0,50.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Rosário do Sul","2248239","2020-10-20T07:42:41.000Z",0.0,8.0,4.0,0,0.0,0,True,True,"HOSPITAL AUXILIADORA",8.0,96.0,8.0,9.0,2.0
"Rio Grande do Sul","RS","São Borja","2248298","2020-10-20T14:52:02.000Z",0.0,6.0,8.0,1,0.0,0,True,True,"HOSPITAL INFANTIL",13.0,103.0,7.0,9.0,2.0
"Rio Grande do Sul","RS","Erechim","2249472","2020-10-20T12:04:54.000Z",0.0,6.0,3.0,2,0.0,1,True,True,"HOSPITAL DE CARIDADE DE ERECHIM",0.0,88.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Severiano de Almeida","2249499","2020-10-20T12:28:05.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO ROQUE",1.0,31.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Campinas do Sul","2249529","2020-10-20T09:05:07.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE CAMPINAS DO SUL",2.0,50.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Marcelino Ramos","2249618","2020-10-20T09:00:45.000Z",0.0,0.0,1.0,0,0.0,0,True,True,"ASSOCIACAO HOSPITALAR MARCELINENSE",2.0,52.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Três de Maio","2250837","2020-10-20T12:47:43.000Z",0.0,6.0,1.0,0,0.0,0,True,True,"HOSPITAL SAO VICENTE DE PAULO",10.0,70.0,6.0,6.0,2.0
"Rio Grande do Sul","RS","Cruzeiro do Sul","2252074","2020-10-20T14:21:26.000Z",0.0,0.0,0.0,0,5.0,0,True,True,"HOSPITAL SAO GABRIEL ARCANJO",0.0,36.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Roca Sales","2252147","2020-10-20T14:38:47.000Z",0.0,0.0,0.0,0,0.0,1,True,True,"SOCIEDADE BENEFICENTE ROQUE GONZALES",1.0,38.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Arroio do Meio","2252198","2020-10-20T13:42:19.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO JOSE ARROIO DO MEIO",4.0,83.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Teutônia","2252244","2020-10-20T09:12:22.000Z",0.0,0.0,2.0,0,0.0,0,True,True,"HOSPITAL OURO BRANCO",3.0,74.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Pelotas","2253054","2020-10-20T16:41:18.000Z",0.0,17.0,0.0,0,0.0,0,True,True,"SANTA CASA DE MISERICORDIA DE PELOTAS",25.0,251.0,17.0,24.0,20.0
"Rio Grande do Sul","RS","Santa Rosa","2254611","2020-10-20T08:46:19.000Z",0.0,9.0,0.0,0,0.0,0,True,True,"HOSPITAL VIDA SAUDE",19.0,121.0,16.0,11.0,5.0
"Rio Grande do Sul","RS","Três Coroas","2257467","2020-10-20T12:38:37.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DR OSWALDO DIESEL",1.0,70.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Rolante","2257564","2020-10-20T08:53:12.000Z",0.0,0.0,4.0,0,0.0,1,True,True,"FUNDACAO HOSPITALAR DE ROLANTE",1.0,52.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Caibaté","2259850","2020-10-20T16:29:07.000Z",0.0,0.0,10.0,0,0.0,10,True,True,"HOSPITAL ROQUE GONZALES CAIBATE",1.0,41.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","São Luiz Gonzaga","2259893","2020-10-20T17:31:31.000Z",0.0,0.0,12.0,0,0.0,1,True,True,"HOSPITAL SAO LUIZ GONZAGA",2.0,139.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Guarani das Missões","2259931","2020-10-20T14:40:38.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SANTA TERESA GUARANI DAS MISSOES",2.0,45.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Roque Gonzales","2259974","2020-10-20T07:12:28.000Z",0.0,0.0,0.0,0,0.0,9,True,True,"HOSPITAL SANTO ANTONIO ROQUE GONZALES",2.0,37.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Giruá","2260069","2020-10-20T16:12:16.000Z",0.0,0.0,3.0,0,0.0,0,True,True,"HOSPITAL SAO JOSE",2.0,50.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Ijuí","2261030","2020-10-20T07:12:26.000Z",0.0,0.0,0.0,0,0.0,1,True,True,"HOSPITAL BOM PASTOR IJUI",1.0,42.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Ijuí","2261057","2020-10-20T08:51:34.000Z",0.0,18.0,1.0,6,0.0,0,True,True,"HOSPITAL DE CARIDADE DE IJUI",34.0,184.0,19.0,18.0,5.0
"Rio Grande do Sul","RS","Carazinho","2262274","2020-10-20T19:15:42.000Z",0.0,11.0,8.0,4,2.0,0,True,True,"HOSPITAL COMUNITARIO DE CARAZINHO",7.0,135.0,7.0,11.0,6.0
"Rio Grande do Sul","RS","Cruz Alta","2263858","2020-10-20T19:39:33.000Z",0.0,19.0,14.0,10,0.0,0,True,True,"HOSPITAL DE CARIDADE SAO VICENTE DE PAULO",8.0,132.0,8.0,20.0,10.0
"Rio Grande do Sul","RS","Humaitá","2265893","2020-10-20T11:33:20.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL ADESCO",1.0,32.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Butiá","2265958","2020-10-20T08:57:55.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE BUTIA",2.0,40.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Cachoeira do Sul","2266474","2020-10-20T13:54:18.000Z",0.0,9.0,0.0,0,0.0,0,True,True,"HOSPITAL DE CARIDADE E BENEFICENCIA",25.0,177.0,8.0,15.0,8.0
"Goiás","GO","Itapirapuã","2334275","2020-10-20T12:44:55.000Z",0.0,0.0,0.0,0,4.0,5,True,True,"HOSPITAL E MATERNIDADE MUNICIPAL DONA GENOVEVA REZENDE",1.0,23.0,0.0,0.0,0.0
"Goiás","GO","Acreúna","2335506","2020-10-20T06:46:17.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SANTA CECILIA ACREUNA",0.0,19.0,0.0,0.0,0.0
"Goiás","GO","Goiânia","2338130","2020-10-20T07:57:50.000Z",8.0,0.0,0.0,0,0.0,0,True,True,"PRONTO SOCORRO INFANTIL DE GOIANIA",9.0,26.0,7.0,0.0,0.0
"Goiás","GO","Goiânia","2338262","2020-10-20T15:20:35.000Z",223.0,2.0,0.0,2,0.0,0,True,True,"HOSPITAL DE URGENCIAS DE GOIANIA HUGO",27.0,314.0,57.0,0.0,0.0
"Goiás","GO","Goiânia","2338378","2020-10-20T01:01:04.000Z",7.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL E MATERNIDADE VILA NOVA LTDA",0.0,37.0,0.0,0.0,0.0
"Goiás","GO","Goiânia","2338467","2020-10-20T06:46:07.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"INSTITUTO DE OLHOS DE GOIANIA",2.0,3.0,0.0,0.0,0.0
"Goiás","GO","Goiânia","2339110","2020-10-20T08:55:30.000Z",23.0,35.0,6.0,24,9.0,3,True,True,"GASTRO SALUSTIANO HOSPITAL",9.0,111.0,16.0,0.0,0.0
"Goiás","GO","Goiânia","2339161","2020-10-20T16:08:49.000Z",18.0,0.0,0.0,0,3.0,0,True,True,"HOSPITAL CORACAO DE JESUS",1.0,33.0,0.0,0.0,0.0
"Goiás","GO","Goiânia","2339706","2020-10-20T14:55:49.000Z",29.0,10.0,4.0,4,0.0,0,True,True,"HOSPITAL SAMARITANO",0.0,71.0,10.0,0.0,0.0
"Goiás","GO","Goiânia","2339765","2020-10-20T13:51:59.000Z",49.0,16.0,7.0,8,0.0,1,True,True,"HOSPITAL NEUROLOGICO",17.0,48.0,6.0,0.0,0.0
"Goiás","GO","Goiatuba","2340038","2020-10-20T16:22:12.000Z",6.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DOUTOR HENRIQUE SANTILLO",4.0,70.0,0.0,0.0,0.0
"Goiás","GO","Quirinópolis","2340585","2020-10-20T09:33:42.000Z",4.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL QUIRINOPOLIS",0.0,28.0,0.0,0.0,0.0
"Goiás","GO","Rio Verde","2340712","2020-10-20T08:54:49.000Z",9.0,6.0,4.0,3,1.0,0,True,True,"HOSPITAL SANTA TEREZINHA",0.0,37.0,9.0,0.0,0.0
"Goiás","GO","Aloândia","2343509","2020-10-20T07:54:32.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL ATANAZIO FERREIRA DA CUNHA",0.0,14.0,0.0,0.0,0.0
"Goiás","GO","Goiás","2343525","2020-10-20T12:36:02.000Z",0.0,0.0,0.0,2,0.0,0,True,True,"HOSPITAL DE CARIDADE SAO PEDRO DALCANTARA",3.0,41.0,10.0,0.0,0.0
"Goiás","GO","Jaraguá","2361949","2020-10-20T08:16:34.000Z",12.0,7.0,0.0,7,0.0,0,True,True,"HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM",1.0,44.0,0.0,0.0,0.0
"Mato Grosso do Sul","MS","Brasilândia","2371065","2020-10-20T11:11:58.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL JULIO MAIA",0.0,20.0,0.0,5.0,0.0
"Mato Grosso do Sul","MS","Ivinhema","2371197","2020-10-20T10:03:37.000Z",1.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE IVINHEMA",4.0,39.0,0.0,8.0,0.0
"Goiás","GO","Marzagão","2371367","2020-10-20T07:27:15.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE MARZAGAO",0.0,23.0,0.0,0.0,0.0
"Mato Grosso do Sul","MS","Iguatemi","2374226","2020-10-20T11:58:02.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO JUDAS TADEU",0.0,38.0,0.0,3.0,0.0
"Mato Grosso do Sul","MS","Juti","2374366","2020-10-20T09:31:15.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL SANTA LUZIA",1.0,8.0,0.0,3.0,0.0
"Mato Grosso do Sul","MS","Cassilândia","2375761","2020-10-20T16:20:35.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO LUCAS",0.0,27.0,0.0,0.0,0.0
"Mato Grosso do Sul","MS","Santa Rita do Pardo","2375958","2020-10-20T22:02:44.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"UNIDADE MISTA DE SAUDE NOSSA S PERPETUO SOCORRO",0.0,11.0,0.0,2.0,0.0
"Mato Grosso do Sul","MS","Bodoquena","2375990","2020-10-20T18:01:15.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL FRANCISCO SALES",2.0,8.0,0.0,2.0,0.0
"Mato Grosso do Sul","MS","Caarapó","2376091","2020-10-20T08:53:39.000Z",2.0,0.0,2.0,0,0.0,0,True,True,"HOSPITAL SAO MATEUS",2.0,39.0,0.0,6.0,0.0
"Mato Grosso do Sul","MS","Bonito","2376474","2020-10-20T19:36:25.000Z",0.0,0.0,2.0,0,0.0,0,True,True,"HOSPITAL JOAO BIGATON",1.0,32.0,0.0,6.0,0.0
"Mato Grosso do Sul","MS","Taquarussu","2376547","2020-10-20T09:02:08.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"UNIDADE MISTA SAGRADO CORACAO DE JESUS",1.0,6.0,0.0,2.0,0.0
"Mato Grosso do Sul","MS","Antônio João","2376806","2020-10-20T12:38:12.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DR ALTAIR DE OLIVEIRA",0.0,10.0,0.0,0.0,0.0
"Mato Grosso do Sul","MS","Pedro Gomes","2376946","2020-10-20T13:53:29.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE PEDRO GOMES",1.0,28.0,0.0,2.0,0.0
"Rio Grande do Norte","RN","São Miguel","2381206","2020-10-20T23:58:00.000Z",0.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL AUREA MAIA DE FIGUEIREDO",0.0,32.0,0.0,0.0,0.0
"Goiás","GO","Campo Alegre de Goiás","2381664","2020-10-20T16:26:21.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL CAMPO ALEGRE",1.0,18.0,0.0,0.0,0.0
"Goiás","GO","Itaberaí","2382482","2020-10-20T16:49:04.000Z",4.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE ITABERAI DR GILBERTO DA SILVA CALDAS",1.0,1.0,0.0,0.0,0.0
"Goiás","GO","Estrela do Norte","2383322","2020-10-20T14:54:20.000Z",0.0,0.0,1.0,0,53.0,0,True,True,"HOSPITAL MUNICIPAL SAGRADO CORACAO JESUS ESTRELA DO NORTE",0.0,22.0,0.0,0.0,0.0
"Goiás","go","Campinaçu","2383586","2020-10-20T08:48:33.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Goiás","GO","Campinorte","2384086","2020-10-20T09:30:28.000Z",0.0,0.0,0.0,0,17.0,7,True,True,"HOSPITAL MUNICIPAL DE CAMPINORTE",0.0,16.0,0.0,0.0,0.0
"Goiás","GO","Matrinchã","2384256","2020-10-20T08:10:19.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL SANTA LUZIA",0.0,14.0,0.0,0.0,0.0
"Mato Grosso","MT","Guarantã do Norte","2392046","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL NOSSA SENHORA DO ROSARIO",8.0,35.0,0.0,0.0,0.0
"Mato Grosso","MT","Juara","2392704","2020-10-20T18:10:39.323Z",0.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL MUNIC DE JUARA HOSP MUNIC ELIDIA MACHIETTO SANTILLO",2.0,34.0,0.0,0.0,0.0
"Mato Grosso","MT","Novo Horizonte do Norte","2392720","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL JOSE KARA JOSE",1.0,16.0,0.0,0.0,0.0
"Mato Grosso","MT","Tabaporã","2392801","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE TABAPORA",0.0,16.0,0.0,0.0,0.0
"Mato Grosso","MT","Cuiabá","2393565","2020-10-20T18:10:39.323Z",0.0,0.0,1.0,2,0.0,0,True,True,"AMECOR",21.0,48.0,4.0,0.0,0.0
"Mato Grosso","MT","Salto do Céu","2394189","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE SALTO DO CEU",0.0,14.0,0.0,0.0,0.0
"Mato Grosso","MT","Torixoréu","2395584","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO LUCAS",0.0,23.0,0.0,0.0,0.0
"Mato Grosso","MT","Campo Verde","2396211","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL E MATERNIDADE CAMPO VERDE",0.0,26.0,0.0,0.0,0.0
"Mato Grosso","MT","Tesouro","2397501","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL E MATERNIDADE SAO LUCAS",0.0,15.0,0.0,0.0,0.0
"Mato Grosso","MT","Poxoréu","2397684","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL E MATERNIDADE SAO JOAO BATISTA",5.0,93.0,0.0,0.0,0.0
"Mato Grosso","MT","Nova Mutum","2398680","2020-10-20T18:10:39.323Z",0.0,0.0,2.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE NOVA MUTUM",1.0,46.0,0.0,0.0,0.0
"Rio Grande do Norte","RN","Açu","2410486","2020-10-20T23:58:00.000Z",0.0,2.0,0.0,0,1.0,0,True,True,"HOSPITAL REGIONAL NELSON INACIO DOS SANTOS",0.0,52.0,0.0,4.0,0.0
"Ceará","CE","Crato","2415488","2020-06-04T11:37:11.767Z",4.0,0.0,2.0,0,0.0,0,True,True,"HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS",27.0,143.0,16.0,42.0,0.0
"Goiás","GO","Corumbaíba","2436906","2020-10-20T16:26:56.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE CORUMBAIBA",1.0,26.0,0.0,0.0,0.0
"Goiás","GO","Serranópolis","2438143","2020-10-20T12:55:09.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL NOSSA SENHORA DE FATIMA SERRANOPOLIS",0.0,21.0,0.0,0.0,0.0
"Goiás","GO","Vila Boa","2439883","2020-10-20T07:16:43.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL OSVALDO RIBEIRO DE MOURA",0.0,13.0,0.0,0.0,0.0
"Goiás","GO","Damianópolis","2441268","2020-10-20T09:34:13.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL SANTA CATARINA",0.0,13.0,0.0,0.0,0.0
"Goiás","GO","Sanclerlândia","2441500","2020-10-20T07:46:35.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL SAO VICENTE DE PAULA",2.0,17.0,0.0,0.0,0.0
"Goiás","GO","Vianópolis","2441969","2020-10-20T09:35:10.000Z",7.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL E MATERNIDADE SAO SEBASTIAO LTDA VIANOPOLIS",1.0,37.0,0.0,0.0,0.0
"Goiás","GO","Itapuranga","2441977","2020-10-20T07:56:53.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SANTA CASA DO POVO",1.0,54.0,0.0,0.0,0.0
"Goiás","GO","Nerópolis","2442019","2020-10-20T11:12:46.000Z",4.0,41.0,2.0,15,310.0,68,True,True,"HOSPITAL SAGRADO CORACAO DE JESUS NEROPOLIS",36.0,85.0,48.0,0.0,0.0
"Goiás","GO","Anápolis","2442108","2020-10-20T12:13:30.000Z",68.0,28.0,13.0,2,3.0,0,True,True,"HOSPITAL EVANGELICO GOIANO SA",24.0,192.0,21.0,0.0,0.0
"Goiás","GO","Catalão","2442620","2020-10-20T11:42:09.000Z",0.0,0.0,0.0,4,0.0,1,True,True,"HOSPITAL E MATERNIDADE SAO NICOLAU",13.0,53.0,8.0,0.0,0.0
"Goiás","GO","Mineiros","2442965","2020-10-20T14:43:34.000Z",16.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL FAMP SAMARITANO",0.0,68.0,0.0,0.0,0.0
